Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Journal für Mathematik-Didaktik","Journal für Mathematik-Didaktik","","1 / 1980 - 39 / 2018","","","","","http://link.springer.com/journal/13138","Journal"
"Mine Water and the Environment","Mine Water and the Environment","","1 / 1982 - 37 / 2018","","","","","http://link.springer.com/journal/10230","Journal"
"Autoimmunity Highlights","Autoimmunity Highlights","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13317","Journal"
"Radiophysics and Quantum Electronics","Radiophysics and Quantum Electronics","","8 / 1965 - 60 / 2017","","","","","http://link.springer.com/journal/11141","Journal"
"Evolution: Education and Outreach","Evolution: Education and Outreach","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12052","Journal"
"Statistical Papers","Statistical Papers","","1 / 1960 - 59 / 2018","","","","","http://link.springer.com/journal/362","Journal"
"Economic Botany","Economic Botany","","1 / 1947 - 71 / 2017","","","","","http://link.springer.com/journal/12231","Journal"
"Translational Behavioral Medicine","Translational Behavioral Medicine","","1 / 2011 - 7 / 2017","","","","","http://link.springer.com/journal/13142","Journal"
"Current Cardiovascular Imaging Reports","Current Cardiovascular Imaging Reports","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12410","Journal"
"Journal of Cheminformatics","Journal of Cheminformatics","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/13321","Journal"
"European Journal of Wood and Wood Products","European Journal of Wood and Wood Products","","1 / 1938 - 76 / 2018","","","","","http://link.springer.com/journal/107","Journal"
"Information Technology and Management","Information Technology and Management","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/10799","Journal"
"Law and Critique","Law and Critique","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10978","Journal"
"Fizier","Fizier","","31 / 2014 - 35 / 2018","","","","","http://link.springer.com/journal/40739","Journal"
"Immunity & Ageing","Immunity & Ageing","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/12979","Journal"
"Contemporary Political Theory","Contemporary Political Theory","","1 / 2002 - 16 / 2017","","","","","http://link.springer.com/journal/41296","Journal"
"Law and Philosophy","Law and Philosophy","","1 / 1982 - 37 / 2018","","","","","http://link.springer.com/journal/10982","Journal"
"Brain Topography","Brain Topography","","1 / 1988 - 31 / 2018","","","","","http://link.springer.com/journal/10548","Journal"
"Frontiers of Economics in China","Frontiers of Economics in China","","1 / 2006 - 6 / 2011","","","","","http://link.springer.com/journal/11459","Journal"
"European Journal of Futures Research","European Journal of Futures Research","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40309","Journal"
"Frontiers in Zoology","Frontiers in Zoology","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/12983","Journal"
"The Journal of Headache and Pain","The Journal of Headache and Pain","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/10194","Journal"
"Palaeobiodiversity and Palaeoenvironments","Palaeobiodiversity and Palaeoenvironments","","76 / 1996 - 98 / 2018","","","","","http://link.springer.com/journal/12549","Journal"
"Ecological Research","Ecological Research","","1 / 1986 - 33 / 2018","","","","","http://link.springer.com/journal/11284","Journal"
"Cancer Causes & Control","Cancer Causes & Control","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10552","Journal"
"Current Radiology Reports","Current Radiology Reports","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40134","Journal"
"EURASIP Journal on Embedded Systems","EURASIP Journal on Embedded Systems","","2006 / 2006 - 2017 / 2017","","","","","http://link.springer.com/journal/13639","Journal"
"Cellular and Molecular Bioengineering","Cellular and Molecular Bioengineering","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12195","Journal"
"BMC Clinical Pathology","BMC Clinical Pathology","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12907","Journal"
"Frontiers of Law in China","Frontiers of Law in China","","1 / 2006 - 6 / 2011","","","","","http://link.springer.com/journal/11463","Journal"
"Praktische Huisartsgeneeskunde","Praktische Huisartsgeneeskunde","","1 / 2015 - 3 / 2017","","","","","http://link.springer.com/journal/41045","Journal"
"Journal of Control, Automation and Electrical Systems","Journal of Control, Automation and Electrical Systems","","24 / 2013 - 29 / 2018","","","","","http://link.springer.com/journal/40313","Journal"
"Chinese Journal of Polymer Science","Chinese Journal of Polymer Science","","28 / 2010 - 36 / 2018","","","","","http://link.springer.com/journal/10118","Journal"
"Journal of Plant Biology","Journal of Plant Biology","","40 / 1997 - 61 / 2018","","","","","http://link.springer.com/journal/12374","Journal"
"Mechanics of Composite Materials","Mechanics of Composite Materials","","1 / 1965 - 54 / 2018","","","","","http://link.springer.com/journal/11029","Journal"
"Journal of Mathematical Chemistry","Journal of Mathematical Chemistry","","1 / 1987 - 56 / 2018","","","","","http://link.springer.com/journal/10910","Journal"
"Health and Technology","Health and Technology","","1 / 2011 - 7 / 2017","","","","","http://link.springer.com/journal/12553","Journal"
"Cell and Tissue Biology","Cell and Tissue Biology","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11821","Journal"
"INAE Letters","INAE Letters","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41403","Journal"
"Solar System Research","Solar System Research","","34 / 2000 - 52 / 2018","","","","","http://link.springer.com/journal/11208","Journal"
"Sexuality & Culture","Sexuality & Culture","","4 / 2000 - 22 / 2018","","","","","http://link.springer.com/journal/12119","Journal"
"Systematic Reviews","Systematic Reviews","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/13643","Journal"
"Brain Structure and Function","Brain Structure and Function","","1 / 1891 - 223 / 2018","","","","","http://link.springer.com/journal/429","Journal"
"BMC Medical Informatics and Decision Making","BMC Medical Informatics and Decision Making","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12911","Journal"
"Pädiatrie & Pädologie","Pädiatrie & Pädologie","","42 / 2007 - 53 / 2018","","","","","http://link.springer.com/journal/608","Journal"
"SERIEs","SERIEs","","1 / 2010 - 8 / 2017","","","","","http://link.springer.com/journal/13209","Journal"
"Molecular Biology Reports","Molecular Biology Reports","","1 / 1974 - 45 / 2018","","","","","http://link.springer.com/journal/11033","Journal"
"Studies in East European Thought","Studies in East European Thought","","1 / 1961 - 70 / 2018","","","","","http://link.springer.com/journal/11212","Journal"
"Environmental Geology","Environmental Geology","","1 / 1975 - 58 / 2009","","","","","http://link.springer.com/journal/254","Journal"
"Research In Experimental Medicine","Research In Experimental Medicine","","1 / 1913 - 200 / 2001","","","","","http://link.springer.com/journal/433","Journal"
"Child and Adolescent Psychiatry and Mental Health","Child and Adolescent Psychiatry and Mental Health","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/13034","Journal"
"Alpine Botany","Alpine Botany","","115 / 2005 - 128 / 2018","","","","","http://link.springer.com/journal/35","Journal"
"Environmental Sciences Europe","Environmental Sciences Europe","","1 / 1989 - 30 / 2018","","","","","http://link.springer.com/journal/12302","Journal"
"Annals of Microbiology","Annals of Microbiology","","56 / 2006 - 68 / 2018","","","","","http://link.springer.com/journal/13213","Journal"
"Safety in Health","Safety in Health","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40886","Journal"
"Onkopipeline","Onkopipeline","","1 / 2008 - 3 / 2010","","","","","http://link.springer.com/journal/15035","Journal"
"Indian Geotechnical Journal","Indian Geotechnical Journal","","42 / 2012 - 48 / 2018","","","","","http://link.springer.com/journal/40098","Journal"
"Transportation in Developing Economies","Transportation in Developing Economies","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40890","Journal"
"Fish Physiology and Biochemistry","Fish Physiology and Biochemistry","","1 / 1986 - 44 / 2018","","","","","http://link.springer.com/journal/10695","Journal"
"PharmacoEconomics Spanish Research Articles","PharmacoEconomics Spanish Research Articles","","2 / 2005 - 14 / 2017","","","","","http://link.springer.com/journal/40277","Journal"
"Dagbesteding","Dagbesteding","","37 / 2016 - 39 / 2018","","","","","http://link.springer.com/journal/41188","Journal"
"Journal of Atmospheric Chemistry","Journal of Atmospheric Chemistry","","1 / 1983 - 75 / 2018","","","","","http://link.springer.com/journal/10874","Journal"
"Bulletin of the Iranian Mathematical Society","Bulletin of the Iranian Mathematical Society","","44 / 2018","","","","","http://link.springer.com/journal/41980","Journal"
"Complex Analysis and Operator Theory","Complex Analysis and Operator Theory","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11785","Journal"
"Intensive Care Medicine Experimental","Intensive Care Medicine Experimental","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40635","Journal"
"Zeitschrift für Grundschulforschung","Zeitschrift für Grundschulforschung","","11 / 2018","","","","","http://link.springer.com/journal/42278","Journal"
"Mechanics of Solids","Mechanics of Solids","","42 / 2007 - 52 / 2017","","","","","http://link.springer.com/journal/11964","Journal"
"Probability, Uncertainty and Quantitative Risk","Probability, Uncertainty and Quantitative Risk","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41546","Journal"
"Pilot and Feasibility Studies","Pilot and Feasibility Studies","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40814","Journal"
"Distributed and Parallel Databases","Distributed and Parallel Databases","","1 / 1993 - 36 / 2018","","","","","http://link.springer.com/journal/10619","Journal"
"BMC Family Practice","BMC Family Practice","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/12875","Journal"
"American Journal of Drug Delivery","American Journal of Drug Delivery","","1 / 2003 - 4 / 2006","","","","","http://link.springer.com/journal/40281","Journal"
"Journal of Wood Science","Journal of Wood Science","","44 / 1998 - 64 / 2018","","","","","http://link.springer.com/journal/10086","Journal"
"Frontiers of Structural and Civil Engineering","Frontiers of Structural and Civil Engineering","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11709","Journal"
"Journal of Plant Research","Journal of Plant Research","","85 / 1972 - 131 / 2018","","","","","http://link.springer.com/journal/10265","Journal"
"Russian Journal of General Chemistry","Russian Journal of General Chemistry","","71 / 2001 - 88 / 2018","","","","","http://link.springer.com/journal/11176","Journal"
"Advances in Computational Mathematics","Advances in Computational Mathematics","","1 / 1993 - 44 / 2018","","","","","http://link.springer.com/journal/10444","Journal"
"Journal of Business Market Management","Journal of Business Market Management","","1 / 2007 - 4 / 2010","","","","","http://link.springer.com/journal/12087","Journal"
"Landscape and Ecological Engineering","Landscape and Ecological Engineering","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11355","Journal"
"Designs, Codes and Cryptography","Designs, Codes and Cryptography","","1 / 1991 - 86 / 2018","","","","","http://link.springer.com/journal/10623","Journal"
"Rheologica Acta","Rheologica Acta","","1 / 1961 - 57 / 2018","","","","","http://link.springer.com/journal/397","Journal"
"Central European Journal of Physics","Central European Journal of Physics","","1 / 2003 - 12 / 2014","","","","","http://link.springer.com/journal/11534","Journal"
"Living Reviews in Solar Physics","Living Reviews in Solar Physics","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/41116","Journal"
"Journal of Abnormal Child Psychology","Journal of Abnormal Child Psychology","","1 / 1973 - 46 / 2018","","","","","http://link.springer.com/journal/10802","Journal"
"International Journal of Intelligent Transportation Systems Research","International Journal of Intelligent Transportation Systems Research","","8 / 2010 - 16 / 2018","","","","","http://link.springer.com/journal/13177","Journal"
"Huisarts en wetenschap","Huisarts en wetenschap","","44 / 2001 - 61 / 2018","","","","","http://link.springer.com/journal/12445","Journal"
"Russian Microelectronics","Russian Microelectronics","","29 / 2000 - 47 / 2018","","","","","http://link.springer.com/journal/11180","Journal"
"Journal of The Institution of Engineers (India): Series A","Journal of The Institution of Engineers (India): Series A","","93 / 2012 - 99 / 2018","","","","","http://link.springer.com/journal/40030","Journal"
"Planetary Science","Planetary Science","","1 / 2012 - 4 / 2015","","","","","http://link.springer.com/journal/13535","Journal"
"Brain Tumor Pathology","Brain Tumor Pathology","","14 / 1997 - 35 / 2018","","","","","http://link.springer.com/journal/10014","Journal"
"AAPS Open","AAPS Open","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/41120","Journal"
"Comparative Clinical Pathology","Comparative Clinical Pathology","","1 / 1991 - 27 / 2018","","","","","http://link.springer.com/journal/580","Journal"
"Journal of Medical Toxicology","Journal of Medical Toxicology","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/13181","Journal"
"Plant and Soil","Plant and Soil","","1 / 1948 - 425 / 2018","","","","","http://link.springer.com/journal/11104","Journal"
"The European Physical Journal Plus","The European Physical Journal Plus","","126 / 2011 - 133 / 2018","","","","","http://link.springer.com/journal/13360","Journal"
"AI & SOCIETY","AI & SOCIETY","","1 / 1987 - 33 / 2018","","","","","http://link.springer.com/journal/146","Journal"
"Stem Cell Reviews and Reports","Stem Cell Reviews and Reports","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/12015","Journal"
"Journal of Physiology and Biochemistry","Journal of Physiology and Biochemistry","","56 / 2000 - 74 / 2018","","","","","http://link.springer.com/journal/13105","Journal"
"Current Stem Cell Reports","Current Stem Cell Reports","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40778","Journal"
"Czechoslovak Mathematical Journal","Czechoslovak Mathematical Journal","","47 / 1997 - 68 / 2018","","","","","http://link.springer.com/journal/10587","Journal"
"Clinical and Translational Medicine","Clinical and Translational Medicine","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/40169","Journal"
"Construction Robotics","Construction Robotics","","1 / 2017","","","","","http://link.springer.com/journal/41693","Journal"
"Polymer Science, Series A","Polymer Science, Series A","","48 / 2006 - 60 / 2018","","","","","http://link.springer.com/journal/11498","Journal"
"Journal of Indian Council of Philosophical Research","Journal of Indian Council of Philosophical Research","","32 / 2015 - 35 / 2018","","","","","http://link.springer.com/journal/40961","Journal"
"International Journal of Parallel Programming","International Journal of Parallel Programming","","1 / 1972 - 46 / 2018","","","","","http://link.springer.com/journal/10766","Journal"
"Molecular and Cellular Pediatrics","Molecular and Cellular Pediatrics","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40348","Journal"
"Life Cycle Reliability and Safety Engineering","Life Cycle Reliability and Safety Engineering","","6 / 2017 - 7 / 2018","","","","","http://link.springer.com/journal/41872","Journal"
"Journal of Chinese Management","Journal of Chinese Management","","1 / 2014","","","","","http://link.springer.com/journal/40527","Journal"
"International Journal of Plastics Technology","International Journal of Plastics Technology","","13 / 2009 - 21 / 2017","","","","","http://link.springer.com/journal/12588","Journal"
"Israel Journal of Mathematics","Israel Journal of Mathematics","","1 / 1963 - 223 / 2018","","","","","http://link.springer.com/journal/11856","Journal"
"Experimental Biology Online","Experimental Biology Online","","1 / 1996 - 6 / 2001","","","","","http://link.springer.com/journal/898","Journal"
"Contemporary Family Therapy","Contemporary Family Therapy","","1 / 1979 - 40 / 2018","","","","","http://link.springer.com/journal/10591","Journal"
"IZA Journal of Labor Policy","IZA Journal of Labor Policy","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/40173","Journal"
"mUX: The Journal of Mobile User Experience","mUX: The Journal of Mobile User Experience","","1 / 2012 - 5 / 2016","","","","","http://link.springer.com/journal/13678","Journal"
"Comparative Hepatology","Comparative Hepatology","","1 / 2002 - 11 / 2012","","","","","http://link.springer.com/journal/12946","Journal"
"International Journal of Salt Lake Research","International Journal of Salt Lake Research","","1 / 1992 - 8 / 1999","","","","","http://link.springer.com/journal/10770","Journal"
"Health & Justice","Health & Justice","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40352","Journal"
"Clinical and Experimental Nephrology","Clinical and Experimental Nephrology","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10157","Journal"
"Journal of Direct, Data and Digital Marketing Practice","Journal of Direct, Data and Digital Marketing Practice","","1 / 1999 - 17 / 2015","","","","","http://link.springer.com/journal/41263","Journal"
"Brain Cell Biology","Brain Cell Biology","","1 / 1972 - 36 / 2008","","","","","http://link.springer.com/journal/11068","Journal"
"Journal of Ornithology","Journal of Ornithology","","1 / 1853 - 159 / 2018","","","","","http://link.springer.com/journal/10336","Journal"
"Soziale Passagen","Soziale Passagen","","1 / 2009 - 9 / 2017","","","","","http://link.springer.com/journal/12592","Journal"
"Environmental Processes","Environmental Processes","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40710","Journal"
"Automated Software Engineering","Automated Software Engineering","","1 / 1994 - 25 / 2018","","","","","http://link.springer.com/journal/10515","Journal"
"Polymer Bulletin","Polymer Bulletin","","1 / 1979 - 75 / 2018","","","","","http://link.springer.com/journal/289","Journal"
"Science China Chemistry","Science China Chemistry","","40 / 1997 - 61 / 2018","","","","","http://link.springer.com/journal/11426","Journal"
"Trees","Trees","","1 / 1987 - 32 / 2018","","","","","http://link.springer.com/journal/468","Journal"
"Fibrogenesis & Tissue Repair","Fibrogenesis & Tissue Repair","","1 / 2008 - 9 / 2016","","","","","http://link.springer.com/journal/13069","Journal"
"Journal of Inflammation","Journal of Inflammation","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/12950","Journal"
"Journal of Gastrointestinal Surgery","Journal of Gastrointestinal Surgery","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/11605","Journal"
"Nonlinear Oscillations","Nonlinear Oscillations","","5 / 2002 - 14 / 2012","","","","","http://link.springer.com/journal/11072","Journal"
"Journal of Pest Science","Journal of Pest Science","","1 / 1925 - 91 / 2018","","","","","http://link.springer.com/journal/10340","Journal"
"Instructional Science","Instructional Science","","1 / 1972 - 46 / 2018","","","","","http://link.springer.com/journal/11251","Journal"
"Journal of Physiological Anthropology","Journal of Physiological Anthropology","","31 / 2012 - 37 / 2018","","","","","http://link.springer.com/journal/40101","Journal"
"Science China Earth Sciences","Science China Earth Sciences","","40 / 1997 - 61 / 2018","","","","","http://link.springer.com/journal/11430","Journal"
"Genome Medicine","Genome Medicine","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/13073","Journal"
"Archaeological and Anthropological Sciences","Archaeological and Anthropological Sciences","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12520","Journal"
"European Food Research and Technology","European Food Research and Technology","","1 / 1898 - 244 / 2018","","","","","http://link.springer.com/journal/217","Journal"
"Clinical Orthopaedics and Related Research®","Clinical Orthopaedics and Related Research®","","466 / 2008 - 475 / 2017","","","","","http://link.springer.com/journal/11999","Journal"
"Mangroves and Salt Marshes","Mangroves and Salt Marshes","","1 / 1997 - 3 / 1999","","","","","http://link.springer.com/journal/11000","Journal"
"Lightweight Design","Lightweight Design","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/35725","Journal"
"Experimental Brain Research","Experimental Brain Research","","1 / 1966 - 236 / 2018","","","","","http://link.springer.com/journal/221","Journal"
"Multiscale and Multidisciplinary Modeling, Experiments and Design","Multiscale and Multidisciplinary Modeling, Experiments and Design","","1 / 2018","","","","","http://link.springer.com/journal/41939","Journal"
"Current Pharmacology Reports","Current Pharmacology Reports","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40495","Journal"
"Current Treatment Options in Rheumatology","Current Treatment Options in Rheumatology","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40674","Journal"
"Annals of Operations Research","Annals of Operations Research","","1 / 1984 - 265 / 2018","","","","","http://link.springer.com/journal/10479","Journal"
"Journal of Chinese Studies","Journal of Chinese Studies","","1 / 2016 - 2 / 2017","","","","","http://link.springer.com/journal/40853","Journal"
"European Journal of Plant Pathology","European Journal of Plant Pathology","","1 / 1895 - 151 / 2018","","","","","http://link.springer.com/journal/10658","Journal"
"NanoEthics","NanoEthics","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11569","Journal"
"Orthopädie & Rheuma","Orthopädie & Rheuma","","15 / 2012 - 21 / 2018","","","","","http://link.springer.com/journal/15002","Journal"
"General Thoracic and Cardiovascular Surgery","General Thoracic and Cardiovascular Surgery","","46 / 1998 - 66 / 2018","","","","","http://link.springer.com/journal/11748","Journal"
"Hungarica Acta Physica","Hungarica Acta Physica","","1 / 1947","","","","","http://link.springer.com/journal/12659","Journal"
"Applied Mathematics and Mechanics","Applied Mathematics and Mechanics","","1 / 1980 - 39 / 2018","","","","","http://link.springer.com/journal/10483","Journal"
"Arabian Journal of Mathematics","Arabian Journal of Mathematics","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/40065","Journal"
"Journal of Computational Surgery","Journal of Computational Surgery","","1 / 2014 - 4 / 2016","","","","","http://link.springer.com/journal/40244","Journal"
"Notfall +  Rettungsmedizin","Notfall +  Rettungsmedizin","","0 / 1997 - 21 / 2018","","","","","http://link.springer.com/journal/10049","Journal"
"Nutrafoods","Nutrafoods","","9 / 2010 - 14 / 2015","","","","","http://link.springer.com/journal/13749","Journal"
"Journal of Business Economics","Journal of Business Economics","","76 / 2006 - 88 / 2018","","","","","http://link.springer.com/journal/11573","Journal"
"Psicologia: Reflexão e Crítica","Psicologia: Reflexão e Crítica","","29 / 2016 - 31 / 2018","","","","","http://link.springer.com/journal/41155","Journal"
"Journal of Insect Conservation","Journal of Insect Conservation","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10841","Journal"
"Ichthyological Research","Ichthyological Research","","32 / 1985 - 65 / 2018","","","","","http://link.springer.com/journal/10228","Journal"
"Psychopraxis","Psychopraxis","","1 / 1999 - 2010 / 2010","","","","","http://link.springer.com/journal/12484","Journal"
"The Ramanujan Journal","The Ramanujan Journal","","1 / 1997 - 46 / 2018","","","","","http://link.springer.com/journal/11139","Journal"
"Skeletal Muscle","Skeletal Muscle","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13395","Journal"
"Journal of Maxillofacial and Oral Surgery","Journal of Maxillofacial and Oral Surgery","","8 / 2009 - 17 / 2018","","","","","http://link.springer.com/journal/12663","Journal"
"Journal of Iberian Geology","Journal of Iberian Geology","","43 / 2017 - 44 / 2018","","","","","http://link.springer.com/journal/41513","Journal"
"The Botanical Review","The Botanical Review","","1 / 1935 - 84 / 2018","","","","","http://link.springer.com/journal/12229","Journal"
"The European Physical Journal D","The European Physical Journal D","","1 / 1998 - 72 / 2018","","","","","http://link.springer.com/journal/10053","Journal"
"International Journal of Disaster Risk Science","International Journal of Disaster Risk Science","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13753","Journal"
"Wirtschaftsrechtliche Blätter","Wirtschaftsrechtliche Blätter","","21 / 2007 - 26 / 2012","","","","","http://link.springer.com/journal/718","Journal"
"3D Research","3D Research","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13319","Journal"
"Sozial Extra","Sozial Extra","","28 / 2004 - 42 / 2018","","","","","http://link.springer.com/journal/12054","Journal"
"Proceedings of the Steklov Institute of Mathematics","Proceedings of the Steklov Institute of Mathematics","","252 / 2006 - 299 / 2017","","","","","http://link.springer.com/journal/11501","Journal"
"Journal of Neural Transmission - Parkinson's Disease and Dementia Section","Journal of Neural Transmission - Parkinson's Disease and Dementia Section","","1 / 1989 - 10 / 1995","","","","","http://link.springer.com/journal/722","Journal"
"Investigative Genetics","Investigative Genetics","","1 / 2010 - 7 / 2016","","","","","http://link.springer.com/journal/13323","Journal"
"Iranian Journal of Science and Technology, Transactions of Civil Engineering","Iranian Journal of Science and Technology, Transactions of Civil Engineering","","40 / 2016 - 42 / 2018","","","","","http://link.springer.com/journal/40996","Journal"
"Journal of Molecular Medicine","Journal of Molecular Medicine","","1 / 1922 - 96 / 2018","","","","","http://link.springer.com/journal/109","Journal"
"Der Unfallchirurg","Der Unfallchirurg","","99 / 1996 - 121 / 2018","","","","","http://link.springer.com/journal/113","Journal"
"Learning Environments Research","Learning Environments Research","","1 / 1998 - 21 / 2018","","","","","http://link.springer.com/journal/10984","Journal"
"Annals of Data Science","Annals of Data Science","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40745","Journal"
"Health Care Management Science","Health Care Management Science","","1 / 1998 - 21 / 2018","","","","","http://link.springer.com/journal/10729","Journal"
"Virology Journal","Virology Journal","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/12985","Journal"
"Regular and Chaotic Dynamics","Regular and Chaotic Dynamics","","12 / 2007 - 23 / 2018","","","","","http://link.springer.com/journal/11819","Journal"
"The International Journal of Cardiovascular Imaging","The International Journal of Cardiovascular Imaging","","1 / 1985 - 34 / 2018","","","","","http://link.springer.com/journal/10554","Journal"
"Current Otorhinolaryngology Reports","Current Otorhinolaryngology Reports","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40136","Journal"
"Journal of Economics and Finance","Journal of Economics and Finance","","16 / 1992 - 42 / 2018","","","","","http://link.springer.com/journal/12197","Journal"
"Process Integration and Optimization for Sustainability","Process Integration and Optimization for Sustainability","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41660","Journal"
"BMC Medical Education","BMC Medical Education","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12909","Journal"
"Frontiers of Mechanical Engineering","Frontiers of Mechanical Engineering","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/11465","Journal"
"High Energy Chemistry","High Energy Chemistry","","34 / 2000 - 52 / 2018","","","","","http://link.springer.com/journal/10733","Journal"
"Computational Methods and Function Theory","Computational Methods and Function Theory","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/40315","Journal"
"Medicine Studies","Medicine Studies","","1 / 2009 - 4 / 2014","","","","","http://link.springer.com/journal/12376","Journal"
"Journal of Medical Humanities","Journal of Medical Humanities","","2 / 1980 - 39 / 2018","","","","","http://link.springer.com/journal/10912","Journal"
"Stem Cell Research & Therapy","Stem Cell Research & Therapy","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13287","Journal"
"International Journal of Control, Automation and Systems","International Journal of Control, Automation and Systems","","7 / 2009 - 16 / 2018","","","","","http://link.springer.com/journal/12555","Journal"
"Journal of Engineering Thermophysics","Journal of Engineering Thermophysics","","16 / 2007 - 27 / 2018","","","","","http://link.springer.com/journal/11823","Journal"
"Georgian Mathematical Journal","Georgian Mathematical Journal","","1 / 1994 - 6 / 1999","","","","","http://link.springer.com/journal/11290","Journal"
"Current Anesthesiology Reports","Current Anesthesiology Reports","","3 / 2013 - 8 / 2018","","","","","http://link.springer.com/journal/40140","Journal"
"BMC Health Services Research","BMC Health Services Research","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12913","Journal"
"Applied Scientific Research, Section B","Applied Scientific Research, Section B","","1 / 1950 - 12 / 1965","","","","","http://link.springer.com/journal/12380","Journal"
"China Foundry","China Foundry","","13 / 2016 - 15 / 2018","","","","","http://link.springer.com/journal/41230","Journal"
"Jahresbericht der Deutschen Mathematiker-Vereinigung","Jahresbericht der Deutschen Mathematiker-Vereinigung","","112 / 2010 - 120 / 2018","","","","","http://link.springer.com/journal/13291","Journal"
"Space Science Reviews","Space Science Reviews","","1 / 1962 - 214 / 2018","","","","","http://link.springer.com/journal/11214","Journal"
"Skeletal Radiology","Skeletal Radiology","","1 / 1977 - 47 / 2018","","","","","http://link.springer.com/journal/256","Journal"
"Zoomorphology","Zoomorphology","","1 / 1924 - 137 / 2018","","","","","http://link.springer.com/journal/435","Journal"
"Journal of Biological Engineering","Journal of Biological Engineering","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/13036","Journal"
"computational complexity","computational complexity","","1 / 1991 - 27 / 2018","","","","","http://link.springer.com/journal/37","Journal"
"Biosemiotics","Biosemiotics","","1 / 2008 - 10 / 2017","","","","","http://link.springer.com/journal/12304","Journal"
"Economia Politica","Economia Politica","","32 / 2015 - 35 / 2018","","","","","http://link.springer.com/journal/40888","Journal"
