콜라보,타이틀,낙찰가격,출시년도,재질,크기,박스크기,에디션,컨디션,정보 디테일
BE@RBRICK X BAPE,BAPE Play Camo 400% (Brown),$237.50,2008,Painted cast vinyl,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Scattered scuffs and scratches; surface soil. Comes in original box. 11-1/2 x 4-1/4 x 4-1/4 inches.","BE@RBRICK X BAPE
BAPE Play Camo 400% (Brown), 2008
Painted cast vinyl
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Andy Warhol Foundation,Silkscreen 400%,$237.50,2015,Painted cast vinyl,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Adhesive residue to the underside of feet; mild surface soil; mild scattered scratches. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Andy Warhol Foundation
Silkscreen 400%, 2015
Painted cast vinyl
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X BBC,Starfield 400% and 100% (two works),$237.50,2017,Painted cast vinyl,11-3/4 x 7-3/4 x 4-3/4 inches (29.8 x 19.7 x 12.1 cm) (box),,,"Condition Report*:
Comes in original box.","BE@RBRICK X BBC
Starfield 400% and 100% (two works), 2017
Painted cast vinyl
11-3/4 x 7-3/4 x 4-3/4 inches (29.8 x 19.7 x 12.1 cm) (box)
Produced and manufactured by Medicom Toy, Tokyo"
BE@RBRICK X Stussy,The Stussy Destiny 400%,$219.00,2008,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Stussy
The Stussy Destiny 400%, 2008
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Futura,Purple Marble 400% and 100% (set of two),$212.50,2017,Painted cast vinyl,11 x 5-1/4 x 2-1/2 inches (27.9 x 13.3 x 6.4 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box.","BE@RBRICK X Futura
Purple Marble 400% and 100% (set of two), 2017
Painted cast vinyl
11 x 5-1/4 x 2-1/2 inches (27.9 x 13.3 x 6.4 cm)
Each stamped to the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X atmos,Atmos BE@RBRICK100% and 400% (two works),$212.50,2017,Painted cast resin,2-3/4 x 1-1/4 x 0-1.2 inches (7 x 3.2 x 1.3 cm) (100%),,,"Condition Report*:
There do not appear to be any major condition issues; comes with the original box.","BE@RBRICK X atmos
Atmos BE@RBRICK100% and 400% (two works), 2017
Painted cast resin
2-3/4 x 1-1/4 x 0-1.2 inches (7 x 3.2 x 1.3 cm) (100%)
10-1/2 x 5 x 2-1/2 inches (26.7 x 12.7 x 6.4 cm) (400%)
One stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Skull,Black and Gold 400%,$209.00,2007,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Mild scuffs, scratches, and surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Skull
Black and Gold 400%, 2007
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Dr. Romanelli,Halloween 400%,$209.00,2008,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Dr. Romanelli
Halloween 400%, 2008
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK,"My First Be@rbrick B@by 400%, GID Version",$209.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK
My First Be@rbrick B@by 400%, GID Version, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,Mickey Mouse,$209.00,2018,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Disney
Mickey Mouse, 2018
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X BAPE,Camo Shark Hoodie 200% (Gold),$209.00,2018,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 7x4x3 inches.
Unframed","BE@RBRICK X BAPE
Camo Shark Hoodie 200% (Gold), 2018
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X BAPE,Camo Shark Hoodie 200% (Grey),$209.00,2018,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
Very mild finger print smudges. Comes in original box. 7x4x3 inches.
Unframed","BE@RBRICK X BAPE
Camo Shark Hoodie 200% (Grey), 2018
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Stamped to the reverse and the underside of the left foot
Produced by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,Dissected Companion 100% (Grey),$200.00,2008,Painted cast vinyl,3 x 1-1/4 x 1 inches (7.6 x 3.2 x 2.5 cm),,Edition of 500,"Condition Report*:
Brown stain at center; paint losses to right leg; surface soil. Comes with original box.","KAWS X BE@RBRICK
Dissected Companion 100% (Grey), 2008
Painted cast vinyl
3 x 1-1/4 x 1 inches (7.6 x 3.2 x 2.5 cm)
Edition of 500
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Willy Wonka,"Charlie and the Chocolate Factory, Golden Ticket 400%",$200.00,2007,Painted cast resin,10-1/2 x 5-1/2 x 2-3/4 inches (26.7 x 14 x 7 cm),,,"Condition Report*:
Surface soiling; some rubbing, most notably to the top of the head and the front of the torso and arms; one small area of white discoloration to the back of the left leg; a few hairline scratches; adhesive on the underside of the feet; comes in the original box.","BE@RBRICK X Willy Wonka
Charlie and the Chocolate Factory, Golden Ticket 400%, 2007
Painted cast resin
10-1/2 x 5-1/2 x 2-3/4 inches (26.7 x 14 x 7 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Japan"
BE@RBRICK X Suicidal Tendencies,Suicidal Tendencies BE@RBRICK 400% ,$200.00,2009,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Scattered fingerprints; scattered scuffs to the reverse and underside of the feet; surface soiling. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Suicidal Tendencies
Suicidal Tendencies BE@RBRICK 400% , 2009
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Disney,"Woody 400%, from Toy Story",$200.00,2015,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Mild scratches to the legs and reverse; mild surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Disney
Woody 400%, from Toy Story, 2015
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Disney,"Buzz Lightyear 400%, from Toy Story",$200.00,2015,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Disney
Buzz Lightyear 400%, from Toy Story, 2015
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X DC Comics,"The Joker 400%, from The Dark Knight Trilogy",$200.00,2015,Painted cast resin,10-1/2 x 5-1/4 x 3-3/4 inches (26.7 x 13.3 x 9.5 cm),,,"Condition Report*:
Adhesive residue to underside of left foot; a few small scattered scratches. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X DC Comics
The Joker 400%, from The Dark Knight Trilogy, 2015
Painted cast resin
10-1/2 x 5-1/4 x 3-3/4 inches (26.7 x 13.3 x 9.5 cm)
Stamped on the reverse and underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Seher,Headquarter 400% and 100% (two works),$199.00,2010,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%),,,"Condition Report*:
Very mild scuffs to the underside of 400%; very mild surface soil. Comes in original box. 12 x 8 x 4-3/4 inches.","BE@RBRICK X Seher
Headquarter 400% and 100% (two works), 2010
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%)
Stamped on the reverse and underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Dr. Romanelli,Popeye 400%,$199.00,2011,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Dr. Romanelli
Popeye 400%, 2011
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,Mickey Mouse,$199.00,2018,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Disney
Mickey Mouse, 2018
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Project 1/6,Centurion 400% (Gold),$189.00,2014,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Project 1/6
Centurion 400% (Gold), 2014
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Milk Cargo,Old Master Q 400%,$189.00,2015,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Milk Cargo
Old Master Q 400%, 2015
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,"Jack Skellington 400% and 100%, from The Nightmare Before Christmas (two works)",$189.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%),,,"Condition Report*:
No apparent condition issues. Comes in original box. 12 x 8 x 4-3/4 inches.
Unframed","BE@RBRICK X Disney
Jack Skellington 400% and 100%, from The Nightmare Before Christmas (two works), 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%)
2-7/8 x 1-1/4 x 3/4 inches (7.3 x 3.2 x 1.9 cm) (100%)
Each stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK,Loopwheeler 400%,$187.50,2009,"Cast resin, with flocking",10-1/2 x 5 x 2-1/2 inches (26.7 x 12.7 x 6.4 cm),,,"Condition Report*:
Two spots of discoloration near the right shoulder and one to the back of the left leg; a few spots of wear to the flocking; contained in the original box.","BE@RBRICK
Loopwheeler 400%, 2009
Cast resin, with flocking
10-1/2 x 5 x 2-1/2 inches (26.7 x 12.7 x 6.4 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK,Halo Master Chief 400%,$187.50,2014,Painted cast resin,10-1/2 x 5 x 2-1/2 inches (26.7 x 12.7 x 6.4 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes with the original box.","BE@RBRICK
Halo Master Chief 400%, 2014
Painted cast resin
10-1/2 x 5 x 2-1/2 inches (26.7 x 12.7 x 6.4 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Project 1/6,Centurion 400% (Platinum),$187.50,2014,Painted cast vinyl,10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm),,,"Condition Report*:
Adhesive residue to the back of the legs; mild scattered scratches to the legs; mild scattered finger print smudges. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Project 1/6
Centurion 400% (Platinum), 2014
Painted cast vinyl
10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm)
Stamped on the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X BAIT,Gold Bar 400%,$187.50,2017,Chromed cast vinyl,11-1/2 x 9 x 4-1/4 inches (29.2 x 22.9 x 10.8 cm) (box),,,"Condition Report*:
Comes in original box. No apparent condition issues.","BE@RBRICK X BAIT
Gold Bar 400%, 2017
Chromed cast vinyl
11-1/2 x 9 x 4-1/4 inches (29.2 x 22.9 x 10.8 cm) (box)
Produced and manufactured by Medicom Toy, Tokyo"
BE@RBRICK X I AM OTHER,Think Other 400% (Black),$187.50,2017,Painted cast vinyl,11-1/2 x 6 x 4-1/4 inches (29.2 x 15.2 x 10.8 cm) (box),,,"Condition Report*:
Comes in original box.","BE@RBRICK X I AM OTHER
Think Other 400% (Black), 2017
Painted cast vinyl
11-1/2 x 6 x 4-1/4 inches (29.2 x 15.2 x 10.8 cm) (box)
Produced and manufactured by Medicom Toy, Tokyo"
BE@RBRICK X BAPE,BAPE Play Camo 400% (Brown),$179.00,2008,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Mild scattered scratches. Comes in original box. 11-1/2 x 6 x 4 inches.
Unframed","BE@RBRICK X BAPE
BAPE Play Camo 400% (Brown), 2008
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped on the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Project 1/6,My First Be@rbrick B@by (Black and Silver),$179.00,2009,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Project 1/6
My First Be@rbrick B@by (Black and Silver), 2009
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the front and the reverse
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Lucas Films,Boba Fett,$179.00,2013,Painted cast resin,10-1/2 x 5 x 3-1/2 inches (26.7 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Lucas Films
Boba Fett, 2013
Painted cast resin
10-1/2 x 5 x 3-1/2 inches (26.7 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Lionsgate,Saw Doll 400%,$169.00,2006,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,Edition of 666,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Lionsgate
Saw Doll 400%, 2006
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Edition of 666
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,Mickey Mouse 400%,$169.00,2009,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Disney
Mickey Mouse 400%, 2009
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Tamashii Nation,Chogokin Zodiac 200%,$169.00,2009,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 7x4x3 inches.
Unframed","BE@RBRICK X Tamashii Nation
Chogokin Zodiac 200%, 2009
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X UNKLE,Clear Version 400%,$169.00,2010,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X UNKLE
Clear Version 400%, 2010
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Skydance Productions,Terminator Genisys 400%,$169.00,2016,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Mild surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Skydance Productions
Terminator Genisys 400%, 2016
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X tokidoki Adios X Simone Legno,STGCC 10th Anniversary 400%,$169.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X tokidoki Adios X Simone Legno
STGCC 10th Anniversary 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,"Remember Me 400%, from Coco",$169.00,2018,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Disney
Remember Me 400%, from Coco, 2018
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Nike,HF 400%,$162.50,2002,Painted cast vinyl,10-1/2 x 5-1/2 x 3-1/2 inches (26.7 x 14.0 x 8.9 cm),,,"Condition Report*:
Does not come in original box. No apparent condition issues.","BE@RBRICK X Nike
HF 400%, 2002
Painted cast vinyl
10-1/2 x 5-1/2 x 3-1/2 inches (26.7 x 14.0 x 8.9 cm)
Stamped to the bottom of the feet and reverse
Published by Medicom Toy, Tokyo"
BE@RBRICK X BAPE,1st Camo Shark 100% (Blue),$162.50,2016,Painted cast vinyl,6 x 4 x 1 inches (15.2 x 10.2 x 2.5 cm) (box),,,"Condition Report*:
Comes in original unopened packaging.","BE@RBRICK X BAPE
1st Camo Shark 100% (Blue), 2016
Painted cast vinyl
6 x 4 x 1 inches (15.2 x 10.2 x 2.5 cm) (box)
Published by Medicom Toy, Tokyo"
BE@RBRICK X BAIT X Huy Fong Foods,Sriracha 400% and 100% (two works),$162.50,2015,Painted cast resin,10-3/4 x 5-1/4 x 3 inches (27.3 x 13.3 x 7.6 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 12 x 8 x 4-3/4 inches.","BE@RBRICK X BAIT X Huy Fong Foods
Sriracha 400% and 100% (two works), 2015
Painted cast resin
10-3/4 x 5-1/4 x 3 inches (27.3 x 13.3 x 7.6 cm)
Each stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK,Multi Color Version 400%,$159.00,2012,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK
Multi Color Version 400%, 2012
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Evangelion,EVA-1 Test Type 400%,$159.00,2012,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Evangelion
EVA-1 Test Type 400%, 2012
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Microsoft,"Master Chief 400%, from Halo",$159.00,2014,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Microsoft
Master Chief 400%, from Halo, 2014
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Peanuts,Charlie Brown 400%,$150.00,2014,Painted cast vinyl,10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm),,,"Condition Report*:
Small stain left cheek. Comes in original box. 11-1/2 x 6 x 4-1/2 inches.","BE@RBRICK X Peanuts
Charlie Brown 400%, 2014
Painted cast vinyl
10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Rilakkuma,10th Anniversary 400%,$150.00,2014,Cast resin with polyester,13 x 5 x 4-1/2 inches (33 x 12.7 x 11.4 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 14 x 7 x 6 inches.","BE@RBRICK X Rilakkuma
10th Anniversary 400%, 2014
Cast resin with polyester
13 x 5 x 4-1/2 inches (33 x 12.7 x 11.4 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Sesame Street,Cookie Monster 400%,$150.00,2016,Painted cast vinyl,10-1/2 x 5-1/4 x 4-1/4 inches (26.7 x 13.3 x 10.8 cm),,,"Condition Report*:
One small stain at center, under the stomach; mild small scratches to the back of the legs. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Sesame Street
Cookie Monster 400%, 2016
Painted cast vinyl
10-1/2 x 5-1/4 x 4-1/4 inches (26.7 x 13.3 x 10.8 cm)
Stamped on the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Punk Drunkers,Tattoo 400%,$149.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Comes in original unopened packaging. 11-1/2 x 6-1/2 x 4-1/2 inches
Unframed","BE@RBRICK X Punk Drunkers
Tattoo 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK,The Chemical Brothers 400%,$149.00,2017,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK
The Chemical Brothers 400%, 2017
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,NADSAT Pez Dispenser,$149.00,2003,Painted cast resin,5 x 1-1/2 x 1 inches (12.7 x 3.8 x 2.5 cm),,,"Condition Report*:
No apparent condition issues. Comes in original packaging.
Unframed","KAWS X BE@RBRICK
NADSAT Pez Dispenser, 2003
Painted cast resin
5 x 1-1/2 x 1 inches (12.7 x 3.8 x 2.5 cm)
Stamped on the underside
Produced by Medicom Toy, Tokyo"
BE@RBRICK,World Wide Tour MCT 400%,$149.00,2004,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Scattered scuffs and surface soil. Does not come in original box.","BE@RBRICK
World Wide Tour MCT 400%, 2004
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Takara Tomy,Choro-Q Horror 400% and 100% (Glow in the Dark) (two works),$144.00,2007,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%),,,"Condition Report*:
Mild surface soil; scattered scuffs. Comes in original box. 12 x 8 x 4-3/4 inches.
Unframed","BE@RBRICK X Takara Tomy
Choro-Q Horror 400% and 100% (Glow in the Dark) (two works), 2007
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%)
2-7/8 x 1-1/4 x 3/4 inches (7.3 x 3.2 x 1.9 cm) (100%)
Each stamped to the reverse or the underside of the feet
Produced by Medicom Toy, Tokyo"
